_id,chapter,questionId,question_text,subject,subtopic,year
jh740e7c58vjgq5b3ne021k5mh7syk8w,Databases,2025-cs1-q.47,"Consider a relational schema team(name, city, owner), with functional dependencies {name → city, name → owner}.
The relation team is decomposed into two relations, t1(name, city) and t2(name, owner). Which of the following statement(s) is/are TRUE?",Databases,"Integrity constraints, normal forms",2025
jh7081m5xg2s0djd5s6f9q695h7sz8gw,Operating System,2025-cs2-q.47,"Consider a demand paging system with three frames, and the following page reference string: 1 2 3 4 5 4 1 6 4 5 1 3 2. The contents of the frames are as follows initially and after each reference (from left to right):

The *-marked references cause page replacements.

Which one or more of the following could be the page replacement policy/policies in use?",Operating System,Memory management and virtual memory,2025
jh76q3smmxhcr233m495w8hef57sy675,Discrete Mathematics,2025-cs1-q.48,"Which of the following predicate logic formulae/formula is/are CORRECT representation(s) of the statement: “Everyone has exactly one mother”?
The meanings of the predicates used are:
• mother(y, x): y is the mother of x
• noteq(x, y): x and y are not equal",Engineering Mathematics,Propositional and first order logic,2025
jh7566hzgraceap22dbczdgceh7sydx2,Operating System,2025-cs2-q.48,"P = {P1, P2, P3, P4} consists of all active processes in an operating system.
R = {R1, R2, R3, R4} consists of single instances of distinct types of resources in the system.

The resource allocation graph has the following assignment and claim edges.

Assignment edges: R₁ → P₁, R₂ → P₂, R₃ → P₃, R₄ → P₄ (the assignment edge R₁ → P₁ means resource R₁ is assigned to process P₁, and so on for others)
Claim edges: P₁ → R₂, P₂ → R₃, P₃ → R₁, P₂ → R₄, P₄ → R₂ (the claim edge P₁ → R₂ means process P₁ is waiting for resource R₂, and so on for others)

Which of the following statement(s) is/are CORRECT?",Operating System,Deadlock,2025
jh7er7rz6ffn9dea3te7q7ghkd7syqha,Discrete Mathematics,2025-cs1-q.49,"A = {0, 1, 2, 3, ... } is the set of non-negative integers. Let F be the set of functions from A to itself. For any two functions, f₁, f₂ ∈ F, we define
(f₁ O f₂)(n) = f₁(n) + f₂(n)
for every number n in A. Which of the following is/are CORRECT about the mathematical structure (F, O)?",Engineering Mathematics,"Monoids, Groups",2025
jh7esxd99aegmrvmq0hx6932y97syj33,Computer Organization and Architecture,2025-cs2-q.49,"Three floating point numbers X, Y, and Z are stored in three registers Rx, Ry, and Rz, respectively in IEEE 754 single precision format as given below in hexadecimal:

Rx = 0xC1100000, Ry = 0x40C00000, and Rz = 0x41400000

Which of the following option(s) is/are CORRECT?",Digital Logic,Number representations and computer arithmetic (fixed and floating point),2025
jh777w38ss56r2spq12c5qtsxs7syh2t,General Aptitude,2025-cs1-q.5,"According to the map shown in the figure, which one of the following statements is correct?
Note: The figure shown is representative.",General Aptitude,Direction Sense,2025
jh7a0a4ybphyszz97pxf0ffgbn7syyrx,General Aptitude,2025-cs2-q.5,Let p1 and p2 denote two arbitrary prime numbers. Which one of the following statements is correct for all values of p1 and p2?,General Aptitude,OTHER: Number Theory,2025
jh7b7qndsd68cw86vnfvy6m3bn7sy5tw,Theory of Computation,2025-cs1-q.50,"Consider the following deterministic finite automaton (DFA) defined over the alphabet, Σ = {a,b}. Identify which of the following language(s) is/are accepted by the given DFA.",Theory of Computation,Regular expressions and finite automata,2025
jh77mncft3dj06s05nptvacd797sztt2,Digital Logic,2025-cs2-q.50,Which of the following Boolean algebraic equation(s) is/are CORRECT?,Digital Logic,Boolean algebra,2025
jh78qranarr2sck9pps6hc8aph7sz71e,Operating System,2025-cs1-q.51,"A disk of size 512M bytes is divided into blocks of 64K bytes. A file is stored in the disk using linked allocation. In linked allocation, each data block reserves 4 bytes to store the pointer to the next data block. The link part of the last data block contains a NULL pointer (also of 4 bytes). Suppose a file of 1M bytes needs to be stored in the disk. Assume, 1K = 2¹⁰ and 1M = 2²⁰. The amount of space in bytes that will be wasted due to internal fragmentation is ____. (Answer in integer)",Operating System,approximate: File allocation methods,2025
jh7az94smyg2tjwwkbdg3gpt2n7syfjn,Compiler Design,2025-cs2-q.51,"Consider two grammars G₁ and G₂ with the production rules given below:

G₁: S → if E then S | if E then S else S | a
E → b

G₂: S → if E then S | M
M → if E then M else S | c
E → b

where if, then, else, a, b, c are the terminals.

Which of the following option(s) is/are CORRECT?",Compiler Design,"Parsing, syntax-directed translation",2025
jh7cg66eg6319qvwbskg3dwews7szs86,Compiler Design,2025-cs1-q.52,"Refer to the given 3-address code sequence. This code sequence is split into basic blocks. The number of basic blocks is ____. (Answer in integer)
1001: i = 1
1002: j = 1
1003: t1 = 10*i
1004: t2 = t1+j
1005: t3 = 8*t2
1006: t4 = t3-88
1007: a[t4] = 0.0
1008: j = j+1
1009: if j <= 10 goto 1003
1010: i = i+1
1011: if i <= 10 goto 1002
1012: i = 1
1013: t5 = i-1
1014: t6 = 88*t5
1015: a[t6] = 1.0
1016: i = i+1
1017: if i <= 10 goto 1013",Compiler Design,approximate: Basic Blocks,2025
jh78bdbvh5vngnpnepgtdmmmf97sz93d,Theory of Computation,2025-cs2-q.52,"Let Σ = {a, b, c}. For x ∈ Σ*, and α ∈ Σ, let #α(x) denote the number of occurrences of α in x.

Which one or more of the following option(s) define(s) regular language(s)?",Theory of Computation,Regular expressions and finite automata,2025
jh70bskfyag6p4kr6fgne0rnv17sy35j,Computer Organization and Architecture,2025-cs1-q.53,"A computer has a memory hierarchy consisting of two-level cache (L1 and L2) and a main memory. If the processor needs to access data from memory, it first looks into L1 cache. If the data is not found in L1 cache, it goes to L2 cache. If it fails to get the data from L2 cache, it goes to main memory, where the data is definitely available. Hit rates and access times of various memory units are shown in the figure. The average memory access time in nanoseconds (ns) is ____. (rounded off to two decimal places)",Computer Organization and Architecture,"cache, main memory and secondary storage",2025
jh7df2e8f42v010hw5dr2s0etd7syf8w,Databases,2025-cs2-q.53,"Consider the database transactions T1 and T2, and data items X and Y. Which of the schedule(s) is/are conflict serializable?",Databases,Transactions and concurrency control,2025
jh7183b41kpqshg08txvyrrq3n7szsvz,Operating System,2025-cs1-q.54,"In optimal page replacement algorithm, information about all future page references is available to the operating system (OS). A modification of the optimal page replacement algorithm is as follows:
The OS correctly predicts only up to next 4 page references (including the current page) at the time of allocating a frame to a page.
A process accesses the pages in the following order of page numbers:
1, 3, 2, 4, 2, 3, 1, 2, 4, 3, 1, 4.
If the system has three memory frames that are initially empty, the number of page faults that will occur during execution of the process is ____. (Answer in integer)",Operating System,approximate: Page Replacement Algorithms,2025
jh7as8egzcfxjb8fp2hdr3gxmh7sy6fd,Databases,2025-cs2-q.54,"Consider the following relational schema:

Students (rollno: integer, name: string, age: integer, cgpa: real)
Courses (courseno: integer, cname: string, credits: integer)
Enrolled (rollno: integer, courseno: integer, grade: string)

Which of the following options is/are correct SQL query/queries to retrieve the names of the students enrolled in course number (i.e., courseno) 1470?",Databases,"Relational model: relational algebra, tuple calculus, SQL",2025
jh7e5thcb65rxrr1yea8k31dts7szff7,Databases,2025-cs1-q.55,"Consider the following database tables of a sports league.
player(pid,pname,age)
coach(cid,cname)
team(tid,tname,city,cid)
members(pid,tid)
An instance of the table and an SQL query are given.
...[table data]...
SELECT MIN(P.age)
FROM player P
WHERE P.pid IN (
  SELECT M.pid
  FROM team T, coach C, members M
  WHERE C.cname = 'Mark'
  AND T.cid = C.cid
  AND M.tid = T.tid
)
The value returned by the given SQL query is ____. (Answer in integer)",Databases,SQL,2025
jh73zq0ga40aq9baeb81e6hmq57syskg,Computer Organization and Architecture,2025-cs2-q.55,"Given a computing system with two levels of cache (L1 and L2) and a main memory. The first level (L1) cache access time is 1 nanosecond (ns) and the “hit rate” for L1 cache is 90% while the processor is accessing the data from L1 cache. Whereas, for the second level (L2) cache, the “hit rate” is 80% and the “miss penalty” for transferring data from L2 cache to L1 cache is 10 ns. The “miss penalty” for the data to be transferred from main memory to L2 cache is 100 ns.

Then the average memory access time in this system in nanoseconds is ________. (rounded off to one decimal place)",Computer Organization and Architecture,"Memory hierarchy: cache, main memory and secondary storage",2025
jh7843qbm9ax6131qggv18jcrh7sze84,Engineering Mathematics,2025-cs1-q.56,Suppose a 5-bit message is transmitted from a source to a destination through a noisy channel. The probability that a bit of the message gets flipped during transmission is 0.01. Flipping of each bit is independent of one another. The probability that the message is delivered error-free to the destination is ____. (rounded off to three decimal places),Engineering Mathematics,Binomial distributions,2025
jh70j4j3nn1ak0rtxs5wqtesm57szjjt,Computer Organization and Architecture,2025-cs2-q.56,"A 5-stage instruction pipeline has stage delays of 180, 250, 150, 170, and 250, respectively, in nanoseconds. The delay of an inter-stage latch is 10 nanoseconds. Assume that there are no pipeline stalls due to branches and other hazards. The time taken to process 1000 instructions in microseconds is ________. (rounded off to two decimal places)",Computer Organization and Architecture,"Instruction pipelining, pipeline hazards",2025
jh734x15e6b62agdxzcp8a63vh7sybfn,Computer Networks,2025-cs1-q.57,"Suppose a message of size 15000 bytes is transmitted from a source to a destination using IPv4 protocol via two routers as shown in the figure. Each router has a defined maximum transmission unit (MTU) as shown in the figure, including IP header. The number of fragments that will be delivered to the destination is ____. (Answer in integer)",Computer Networks,Fragmentation and IP addressing,2025
jh7878adve7ycnvkfgtdhq1bph7sz7hy,Databases,2025-cs2-q.57,"In a B⁺- tree where each node can hold at most four key values, a root to leaf path consists of the following nodes:

A = (49, 77, 83, -), B = (7, 19, 33, 44), C = (20*, 22*, 25*, 26*)

The *-marked keys signify that these are data entries in a leaf.

Assume that a pointer between keys k₁ and k₂ points to a subtree containing keys in [k₁, k₂), and that when a leaf is created, the smallest key in it is copied up into its parent.

A record with key value 23 is inserted into the B⁺- tree.

The smallest key value in the parent of the leaf that contains 25* is ________. (Answer in integer)",Databases,"File organization, indexing (e.g., B and B+ trees)",2025
jh7drv3ry37p7q28wq3qymbn1n7szn6z,Engineering Mathematics,2025-cs1-q.58,"Consider a probability distribution given by the density function P(x).
P(x) = { cx², for 1 ≤ x ≤ 4; 0, for x < 1 or x > 4 }
The probability that x lies between 2 and 3, i.e., P(2 ≤ x ≤ 3) is ____. (rounded off to three decimal places)",Engineering Mathematics,Random variables,2025
jh75dydps34cxpdnkt298d1aqs7sz4z1,Operating System,2025-cs2-q.58,"A computer system supports a logical address space of 2³² bytes. It uses two-level hierarchical paging with a page size of 4096 bytes. A logical address is divided into a b-bit index to the outer page table, an offset within the page of the inner page table, and an offset within the desired page. Each entry of the inner page table uses eight bytes. All the pages in the system have the same size.

The value of b is ________. (Answer in integer)",Operating System,Memory management and virtual memory,2025
jh75p5hr2ex9cpc986f6s0wdzd7sy56z,Digital Logic,2025-cs1-q.59,"Consider a finite state machine (FSM) with one input X and one output f, represented by the given state transition table. The minimum number of states required to realize this FSM is ____. (Answer in integer)",Digital Logic,approximate: State Minimization,2025
